"What is Serializability?"	"- Apply serializable snapshot isolation (SSI) when you need serializability without the performance cost of 2PL<br><br><i>Source: Designing Data-Intensive-Applications-Note-15</i>"	"concept DDIA"
"What is Two-Phase Commit?"	"- Use snapshot isolation (MVCC) as the default isolation level for most read-heavy workloads<br>- Prevent lost updates with atomic compare-and-set operations rather than application-level read-modify-write<br>- Apply serializable snapshot isolation (SSI) when you need serializability without the performance cost of 2PL<br><br><i>Source: Designing Data-Intensive-Applications-Note-15</i>"	"concept DDIA"
"What do you know about: Use snapshot isolation (MVCC) as the default isolation level for most read-heavy...?"	"Use snapshot isolation (MVCC) as the default isolation level for most read-heavy workloads<br><br><i>Source: Designing Data-Intensive-Applications-Note-15</i>"	"takeaway DDIA"
"What do you know about: Prevent lost updates with atomic compare-and-set operations rather than applicat...?"	"Prevent lost updates with atomic compare-and-set operations rather than application-level read-modify-write<br><br><i>Source: Designing Data-Intensive-Applications-Note-15</i>"	"takeaway DDIA"
"What do you know about: Apply serializable snapshot isolation (SSI) when you need serializability withou...?"	"Apply serializable snapshot isolation (SSI) when you need serializability without the performance cost of 2PL<br><br><i>Source: Designing Data-Intensive-Applications-Note-15</i>"	"takeaway DDIA"
"What do you know about: Watch for write skew and phantom reads which are not prevented by snapshot isola...?"	"Watch for write skew and phantom reads which are not prevented by snapshot isolation alone<br><br><i>Source: Designing Data-Intensive-Applications-Note-15</i>"	"takeaway DDIA"
"What is Fault Tolerance?"	"- Use fencing tokens to prevent split-brain scenarios when a leader's lease expires<br>- Prefer logical clocks over wall clocks for ordering events in distributed systems<br>- Design for partial failures by assuming any network message can be lost, delayed, or duplicated<br><br><i>Source: Designing Data-Intensive-Applications-Note-16</i>"	"concept DDIA"
"What is Consistency?"	"- Use fencing tokens to prevent split-brain scenarios when a leader's lease expires<br>- Prefer logical clocks over wall clocks for ordering events in distributed systems<br>- Design for partial failures by assuming any network message can be lost, delayed, or duplicated<br><br><i>Source: Designing Data-Intensive-Applications-Note-16</i>"	"concept DDIA"
"What is Split Brain?"	"- Use fencing tokens to prevent split-brain scenarios when a leader's lease expires<br><br><i>Source: Designing Data-Intensive-Applications-Note-16</i>"	"concept DDIA"
"What is CAP Theorem?"	"- Use fencing tokens to prevent split-brain scenarios when a leader's lease expires<br>- Prefer logical clocks over wall clocks for ordering events in distributed systems<br>- Design for partial failures by assuming any network message can be lost, delayed, or duplicated<br><br><i>Source: Designing Data-Intensive-Applications-Note-16</i>"	"concept DDIA"
"What do you know about: Use fencing tokens to prevent split-brain scenarios when a leader's lease expire...?"	"Use fencing tokens to prevent split-brain scenarios when a leader's lease expires<br><br><i>Source: Designing Data-Intensive-Applications-Note-16</i>"	"takeaway DDIA"
"What do you know about: Prefer logical clocks over wall clocks for ordering events in distributed system...?"	"Prefer logical clocks over wall clocks for ordering events in distributed systems<br><br><i>Source: Designing Data-Intensive-Applications-Note-16</i>"	"takeaway DDIA"
"What do you know about: Design for partial failures by assuming any network message can be lost, delayed...?"	"Design for partial failures by assuming any network message can be lost, delayed, or duplicated<br><br><i>Source: Designing Data-Intensive-Applications-Note-16</i>"	"takeaway DDIA"
"What do you know about: Apply the Phi Accrual failure detector for adaptive timeout-based node failure d...?"	"Apply the Phi Accrual failure detector for adaptive timeout-based node failure detection<br><br><i>Source: Designing Data-Intensive-Applications-Note-16</i>"	"takeaway DDIA"
"What is Consensus?"	"- Use total order broadcast as a building block for implementing consensus and linearizable storage<br>- Apply consensus algorithms like Raft or Paxos through proven libraries rather than implementing from scratch<br><br><i>Source: Designing Data-Intensive-Applications-Note-17</i>"	"concept DDIA"
"What is Linearizability?"	"- Distinguish linearizability (recency guarantee) from serializability (transaction isolation)<br><br><i>Source: Designing Data-Intensive-Applications-Note-17</i>"	"concept DDIA"
"What is CAP Theorem?"	"- Distinguish linearizability (recency guarantee) from serializability (transaction isolation)<br>- Use total order broadcast as a building block for implementing consensus and linearizable storage<br>- Avoid two-phase commit when possible due to coordinator single-point-of-failure risk<br><br><i>Source: Designing Data-Intensive-Applications-Note-17</i>"	"concept DDIA"
"What is Two-Phase Commit?"	"- Avoid two-phase commit when possible due to coordinator single-point-of-failure risk<br><br><i>Source: Designing Data-Intensive-Applications-Note-17</i>"	"concept DDIA"
"What is Distributed Transactions?"	"- Distinguish linearizability (recency guarantee) from serializability (transaction isolation)<br>- Use total order broadcast as a building block for implementing consensus and linearizable storage<br>- Avoid two-phase commit when possible due to coordinator single-point-of-failure risk<br><br><i>Source: Designing Data-Intensive-Applications-Note-17</i>"	"concept DDIA"
"What do you know about: Distinguish linearizability (recency guarantee) from serializability (transactio...?"	"Distinguish linearizability (recency guarantee) from serializability (transaction isolation)<br><br><i>Source: Designing Data-Intensive-Applications-Note-17</i>"	"takeaway DDIA"
"What do you know about: Use total order broadcast as a building block for implementing consensus and lin...?"	"Use total order broadcast as a building block for implementing consensus and linearizable storage<br><br><i>Source: Designing Data-Intensive-Applications-Note-17</i>"	"takeaway DDIA"
"What do you know about: Avoid two-phase commit when possible due to coordinator single-point-of-failure ...?"	"Avoid two-phase commit when possible due to coordinator single-point-of-failure risk<br><br><i>Source: Designing Data-Intensive-Applications-Note-17</i>"	"takeaway DDIA"
"What do you know about: Apply consensus algorithms like Raft or Paxos through proven libraries rather th...?"	"Apply consensus algorithms like Raft or Paxos through proven libraries rather than implementing from scratch<br><br><i>Source: Designing Data-Intensive-Applications-Note-17</i>"	"takeaway DDIA"
"What is Batch Processing?"	"- Design batch jobs to be deterministic so failed tasks can be safely retried without side effects<br>- Apply the Unix philosophy of composable single-purpose tools to batch processing pipeline design<br><br><i>Source: Designing Data-Intensive-Applications-Note-18</i>"	"concept DDIA"
"What is MapReduce?"	"- Prefer modern dataflow engines like Spark over MapReduce to avoid unnecessary materialization overhead<br><br><i>Source: Designing Data-Intensive-Applications-Note-18</i>"	"concept DDIA"
"What is Fault Tolerance?"	"- Use map-side joins (broadcast or partitioned hash join) when one input is small enough to fit in memory<br>- Prefer modern dataflow engines like Spark over MapReduce to avoid unnecessary materialization overhead<br>- Design batch jobs to be deterministic so failed tasks can be safely retried without side effects<br><br><i>Source: Designing Data-Intensive-Applications-Note-18</i>"	"concept DDIA"
"What do you know about: Use map-side joins (broadcast or partitioned hash join) when one input is small ...?"	"Use map-side joins (broadcast or partitioned hash join) when one input is small enough to fit in memory<br><br><i>Source: Designing Data-Intensive-Applications-Note-18</i>"	"takeaway DDIA"
"What do you know about: Prefer modern dataflow engines like Spark over MapReduce to avoid unnecessary ma...?"	"Prefer modern dataflow engines like Spark over MapReduce to avoid unnecessary materialization overhead<br><br><i>Source: Designing Data-Intensive-Applications-Note-18</i>"	"takeaway DDIA"
"What do you know about: Design batch jobs to be deterministic so failed tasks can be safely retried with...?"	"Design batch jobs to be deterministic so failed tasks can be safely retried without side effects<br><br><i>Source: Designing Data-Intensive-Applications-Note-18</i>"	"takeaway DDIA"
"What do you know about: Apply the Unix philosophy of composable single-purpose tools to batch processing...?"	"Apply the Unix philosophy of composable single-purpose tools to batch processing pipeline design<br><br><i>Source: Designing Data-Intensive-Applications-Note-18</i>"	"takeaway DDIA"
"What is Stream Processing?"	"- Use log-based message brokers like Kafka when consumers need to replay messages or maintain ordering<br>- Apply change data capture to keep derived data systems in sync with the source database<br>- Choose the right window type (tumbling, hopping, sliding, session) based on your aggregation semantics<br><br><i>Source: Designing Data-Intensive-Applications-Note-19 [END]</i>"	"concept DDIA"
"What is Change Data Capture?"	"- Apply change data capture to keep derived data systems in sync with the source database<br><br><i>Source: Designing Data-Intensive-Applications-Note-19 [END]</i>"	"concept DDIA"
"What is Message Queues?"	"- Use log-based message brokers like Kafka when consumers need to replay messages or maintain ordering<br><br><i>Source: Designing Data-Intensive-Applications-Note-19 [END]</i>"	"concept DDIA"
"What is Fault Tolerance?"	"- Use log-based message brokers like Kafka when consumers need to replay messages or maintain ordering<br>- Apply change data capture to keep derived data systems in sync with the source database<br>- Choose the right window type (tumbling, hopping, sliding, session) based on your aggregation semantics<br><br><i>Source: Designing Data-Intensive-Applications-Note-19 [END]</i>"	"concept DDIA"
"What do you know about: Use log-based message brokers like Kafka when consumers need to replay messages ...?"	"Use log-based message brokers like Kafka when consumers need to replay messages or maintain ordering<br><br><i>Source: Designing Data-Intensive-Applications-Note-19 [END]</i>"	"takeaway DDIA"
"What do you know about: Apply change data capture to keep derived data systems in sync with the source d...?"	"Apply change data capture to keep derived data systems in sync with the source database<br><br><i>Source: Designing Data-Intensive-Applications-Note-19 [END]</i>"	"takeaway DDIA"
"What do you know about: Choose the right window type (tumbling, hopping, sliding, session) based on your...?"	"Choose the right window type (tumbling, hopping, sliding, session) based on your aggregation semantics<br><br><i>Source: Designing Data-Intensive-Applications-Note-19 [END]</i>"	"takeaway DDIA"
"What do you know about: Achieve exactly-once semantics through idempotent operations rather than relying...?"	"Achieve exactly-once semantics through idempotent operations rather than relying on transaction guarantees<br><br><i>Source: Designing Data-Intensive-Applications-Note-19 [END]</i>"	"takeaway DDIA"
"What is Scalability?"	"- Describe load with specific metrics like requests per second, read/write ratio, and cache hit rate<br>- Use percentiles (p50, p95, p99) rather than averages to measure response time<br>- Choose fan-out-on-write vs fan-out-on-read based on your read/write ratio<br><br><i>Source: Designing Data-Intensive-Applications-Note-2</i>"	"concept DDIA"
"What is Load Balancing?"	"- Describe load with specific metrics like requests per second, read/write ratio, and cache hit rate<br><br><i>Source: Designing Data-Intensive-Applications-Note-2</i>"	"concept DDIA"
"What is Caching Strategies?"	"- Describe load with specific metrics like requests per second, read/write ratio, and cache hit rate<br>- Use percentiles (p50, p95, p99) rather than averages to measure response time<br>- Choose fan-out-on-write vs fan-out-on-read based on your read/write ratio<br><br><i>Source: Designing Data-Intensive-Applications-Note-2</i>"	"concept DDIA"
"What do you know about: Describe load with specific metrics like requests per second, read/write ratio, ...?"	"Describe load with specific metrics like requests per second, read/write ratio, and cache hit rate<br><br><i>Source: Designing Data-Intensive-Applications-Note-2</i>"	"takeaway DDIA"
"Explain: Use percentiles (p50, p95, p99) rather than averages to measure response time"	"Use percentiles (p50, p95, p99) rather than averages to measure response time<br><br><i>Source: Designing Data-Intensive-Applications-Note-2</i>"	"takeaway DDIA"
"Explain: Choose fan-out-on-write vs fan-out-on-read based on your read/write ratio"	"Choose fan-out-on-write vs fan-out-on-read based on your read/write ratio<br><br><i>Source: Designing Data-Intensive-Applications-Note-2</i>"	"takeaway DDIA"
"Explain: Consider head-of-line blocking and queueing delays when diagnosing latency"	"Consider head-of-line blocking and queueing delays when diagnosing latency<br><br><i>Source: Designing Data-Intensive-Applications-Note-2</i>"	"takeaway DDIA"
"What is Scalability?"	"- Reduce complexity through good abstractions rather than patching symptoms<br>- Design for evolvability by anticipating requirement changes from the start<br>- Invest in operability through monitoring, automation, and self-healing mechanisms<br><br><i>Source: Designing Data-Intensive-Applications-Note-3</i>"	"concept DDIA"
"What is Fault Tolerance?"	"- Reduce complexity through good abstractions rather than patching symptoms<br>- Design for evolvability by anticipating requirement changes from the start<br>- Invest in operability through monitoring, automation, and self-healing mechanisms<br><br><i>Source: Designing Data-Intensive-Applications-Note-3</i>"	"concept DDIA"
